어플 이름,리뷰 내용,별점,리뷰 작성 시 앱 버전
세줄일기,언니한테 추천받아서 써봤는데 내가쓴 일기가 책으로 사진과 함께 만들어져서 온다는게 너무 좋아요 오래 간직도 할수 있고 ㅎㅎ 따로 사진 인화해서 뽑을 필요도 없고 이런어플 만들어주셔서 너무 감사드리고 일하시는 분들 너무 감사드립니다. 번창 하세요.,5,2.1.63
세줄일기,좋은 감성일기,5,2.1.63
세줄일기,세상에 선한 영향력을 끼치는 좋은 sns 발명품인 것 같아요! 더더더 성장하기를 바랍니다!,5,2.1.63
세줄일기,중간중간 내용 사라진게 있음. 업뎃하더니 날라간건지. 짜증.... ㅠㅠ,2,2.1.63
세줄일기,사용하다가 로그아웃되었는데 비밀번호 변경해서 다시 들가려는데 안되는데 다른방법은 없는건가요?,5,2.1.63
세줄일기,하루 일과를 간단하게 남겨서 너무 좋아요,5,2.1.63
세줄일기,"아니 프로필 수정하거나 저장후 새로고침하면 싹 사라지고, 다시 어플 사용기록 이런거 다 지웠다가 들어가야 보이네여",2,2.1.63
세줄일기,"혹시 일기페이지를 다른 일기책으로 이동할 수 있는 기능은 ,,,생기기 어려울까요ㅠㅠㅠ????",5,2.1.63
세줄일기,너무 좋아요 하루하루 그날의 추억이 담긴 사진과 감정을 기록할 수 있어 좋습니다 숨은글 쓸때 실수로 뒤로가기를 누르면 임시저장이 안 된 채로 내용이 삭제돼서 다시 쓴적이 여러번이라 이 점 반영해주시면 감사하겠습니다(요즘엔 메모장에 쓰고 복붙하는 식으로 하고있긴합니다..ㅎㅎ) 그리고 궁금한 점이 있는데 숨은글 인쇄를 했는데 내용이 너무 많을 경우 책자에 잘려서 나오나요 아니면 페이지가 나눠지나요? 몇줄까지 들어가는지도 궁금합니다ㅎㅎ,5,2.1.63
세줄일기,굳,5,2.1.63
세줄일기,"감사합니다. 제 삶을 언제, 어디서나 남길 수 있게 해주심에",5,
세줄일기,앱 대기 계속뜨는데 어떡해요? ㅠㅠ,4,2.1.63
세줄일기,잘쓰고 있습니다,5,2.1.63
세줄일기,일기를 쓰자,5,2.1.63
세줄일기,매일 아침이나 생각날때 세줄만 쓰면 되는 부담감이 없어 좋아요. 일단 쓰기 시작하면 줄줄 이야기가 풀리거나 멈추고 싶을때 아무때나 멈출 수 있음이 좋네요. 때론 세줄의 간단 명료 단어가 큰 울림과 통찰을 줍니다. 나주에 다시 꺼내 읽어보며 스스로 칭찬할 수 있는 거리가 있습니다. 당장 시작해 보세요.,5,2.1.63
세줄일기,추억을 남기기에 참 좋습니다. 두 일기장을 하나로 합칠 수 있는 기능이 있다면 유용할 것 같습니다.^^,5,2.1.63
세줄일기,하루중 간단한 일기와 사진으로 추억을 간직 해보세요 먼 훗날 따뜻한 기억으로 하루하루가 행복 해질거예요,5,2.1.63
세줄일기,간단한글쓰기에 좋아요 길게쓰지 않아도 충분히 기억됩니다,5,
세줄일기,마음을 저장하는곳 좋아요. 자주 자주 이용할께요 감사합니당~,5,2.1.62
세줄일기,야 이거 재밌겠다 바로 유료 결제 했습니다 앱 잘만들었네요 잘 쓰겠습니다,5,2.1.62
세줄일기,같이쓰는일기가 자꾸 사라저요...,4,2.1.61
세줄일기,너무 잘 사용하고 있습니다. 한가지 궁금한 점이 있는데 일기책 만들기 접수를 하고 싶었는데 접수기간이 지나서 일기책을 따로 인쇄할 수 있는 방법이 혹시 있을까요?,5,2.1.61
세줄일기,하루를 몇문장으로 간단이나마 생각하며 정리할수 있는 공간,5,2.1.61
세줄일기,너무 좋아요 항상 잘 사용하고 있어요. 예전 어플들 많이 없어졌던데 없어지지 말아주세요ㅠ,5,2.1.61
세줄일기,"전체적으로 복잡하지 않고 가볍게 사용하기 편한것 같아요! 몇가지 아쉬운점 빼고는 정말 다 좋은 것 같아요. 먼저 일기를 쓸때 사용할 수 있는 폰트의 가짓수가 너무 적고 외부 폰트나 기타 폰트등은 사용이 불가능하고, 사진을 첨부할때 폰 내 갤러리에서 구분된 사진 폴더에서만 사진을 선택해서 일기를 작성해야하고 외부 애플리케이션이나 저장소에 저장된 이미지는 불러올 수 없거나 일일히 다시 갤러리에 저장을 하는 점, 일기나 숨은 글 작성시에 실수로 라도 화면을 돌리거나 백그라운드로 이동되면 바로 작성중이던 내용이 사라지고 사진 고르는 과정, 글 쓰는 과정 전부를 처음부터 다시 해야하는 불편함이 있습니다. 물론 개인적인 불편 사항 내지는 건의사항뿐이고, 앱을 만들어주셔서 이렇게 일기를 쓰는 습관을 들일 수 있고 계속 끊임없이 여러 앱 관리에 힘써주셔서 그 수고와 노고에 정말 굉장히 감사드리다는 말씀 드리고 싶습니다! 앱 만들어 주셔서 감사합니다. 좋은 하루 되시고 오래 하셨으면 좋겠습니다. ♥",5,2.1.61
세줄일기,최고의 어플. 계속 있어주셔요,5,2.1.61
세줄일기,^^♡,5,2.1.61
세줄일기,항상 잘 쓰고 있고 책 만들어주는 것도 너무 좋아요. 그냥 평범하게 일기 쓰기 싫은 사람들이 사용하면 좋은 어플입니다. 짧은 글이더라도 차곡차곡 쌓아서 책으로 만들면 그것만큼 뿌듯한 일이 없는 것 같아요. 이 어플은 오래오래 유지됐으면 좋겠어요,5,2.1.61
세줄일기,항상 잘 써오고 있었는대... 촤근들어 일기쓰라는 알림이 안오네요.... 다시지우고 설치 했는대도 안와요.... 왜그럴까요... 09/13 이메일로 문제상황 말씀드렸더니 며칠후 아주 잘되요 ㅎㅎㅎ 피드백이 빨라서 쓰는 사용자 입장에서 너무 좋아요~~,5,2.1.61
세줄일기,"앨범에서 사진 추가 하려고 하는데 대부분의 사진이 목록에서 하얗게 보여요 사진이 뜨기는 하는 것 같은데, 그 사진이 하얗게 보여서 무슨 사진인지 모르겠고 눌러서 추가해도 일기보면 사진이 추가가 안 되어 있어요.. ㅠㅠ 고쳐주세요",5,2.1.60
세줄일기,업데이트후 버그가 있는것인지 앱 알림기능이 사라졌습니다 폰의 시스템 문제는 아니라는데 확인부탁드려요,5,2.1.60
세줄일기,처음이라 잘모르겠네요,5,2.1.60
세줄일기,권한 허용을 해도 계속 권한허용을 하라고 하네요..,1,2.1.58
세줄일기,너무 잘 사용중인데 애플쓰다가 안드로이드로 넘어왔는데 로그인을 할 수가 없어요 .. 애플로그인으로 사용중이였는데 찾을 방법은 없는건가요 ??,5,2.1.57
세줄일기,"정말 잘쓰고 있는 어플 중 하나입니다. 고객센터에 문의하려고 했는데 전화연결이 안되서요. 일기책 인쇄신청시에 숨은글 인쇄하기 버튼이 있던데, q&a에는 또 숨은글은 인쇄가 안된다고 나와있더라구요. 다른분들 후기에서도 숨은글 인쇄는 본게없어서 숨은글이 책으로 만들면 같이 나오는지 어떤방식으로 출력이 되는지 궁금해요",5,2.1.57
세줄일기,굳굿귿구욷,5,
세줄일기,언제까지 로딩만 돌게 할건지..서버 늘릴 생각은 아애없는,1,
세줄일기,"새벽에 일기보다보면 하얀 화면때문에 눈이 피로해지던데, 다크모드 기능이 개발되면 좋겠습니다!",5,2.1.57
세줄일기,너무 잘 사용하고 있어요! 나의 하루를 되돌아보며 사진과 함께 간단히 적어볼 수 있어서 너무 좋아요! 그런데 요즘 사진을 추가하려고 누르면 계속 오류가 나면서 앱닫기와 대기 창이 반복적으로 계속 뜨는데 혹시 해결방법이 있을까요ㅠㅜㅜ,5,2.1.57
세줄일기,갤러리에 있는 사진으로 올리고 싶은데 사진이 빨리 안 나오고 앱 실행 안되서 대기하거나 나가져요. 사진이 9만장 이상이라 갤러리 용량이 커서 그런 것 같은데 좀 많이 늘려주셨으면 좋겠어요.,1,2.1.57
세줄일기,"약 2년 가까이 쓰고 있는 유저입니다. 많은 일기 어플을 사용하다 쓰기 힘들어서 다 그만두었는데 하루에 딱 세 줄만 쓰면 된다는 설명을 보고 바로 다운로드했어요. 세줄일기는 자신의 소소한 일상을 기록할 수도 있고, 소중한 사람과 일기를 함께 쓸 수도 있어요. 그동안 썼던 일기를 책으로 만들기도 가능합니다. 이제 자기 전 세줄일기를 쓰는 게 제 삶의 일부가 되었네요. 암튼 세줄일기 어플, 정말정말 좋아요. 강추합니다!!",5,2.1.57
세줄일기,"다 좋은데 온라인기반인지 몇가지 불편하네요. 새 읽기 입력과 수정을 하려면 와이파이 혹은 데이터 반드시 사용해야 한다는 것 즉 인터넷이 안되는 상황에서 기록할 수 없다는 점, 그리고 인터넷이 되는 상황에서도 새 일기 입력 혹은 그림 포함 일기 수정 입력시 ""작성중""이라면서 5~10초 랙을 걸린 것처럼 실행에 시간을 걸린다는 게 불편하네요.",3,2.1.57
세줄일기,잘쓰고있어요,5,2.1.57
세줄일기,자신을 읽을수있는 묘한 어플,5,2.1.57
세줄일기,"하루하루가 너무 똑같아서 회의감 들었는데, 기록하기 시작하니 생각보다 잘 살고 있는것 같아 살맛나네요. 다른건 꾸준히 못썻는데 세줄일기는 부담없이 기록하기 좋아요. 세줄 밖에 안되서 감정적인 글이 아니라, 차분히 정제된 글을 쓸수 있는것도 장점입니다. 사용하며 추가되면 좋겠다 싶은 기능도 있네요. 유료버전에서 글자체를 글 단위로 재설정 해야되서 조금 불편해요. 설정탭에서 페이지 읽는순서 선택하는것 처럼 페이지 기본글자체를 한번에 설정할수 있는 기능이 추가되면 좋겠어요. 또 한가지는 일기작성 페이지에서 사진을 찍으면, 핸드폰 앨범에 원본사진이 자동저장 되는 옵션이 있었으면 좋겠어요. 지금은 일기페이지에서 하나하나 다운받아야 해서 조금 불편해요. 아무튼 반나절도 안되서 유료구독 할만큼 너무 만족스러웠어요. 좋은 어플 만들어 주셔서 감사합니다. 아쉽다고 생각했던 부분이 업데이트 되면 더 감사하구요 :)",5,2.1.57
세줄일기,친절히 알려주셔서 잘 찾았습니다ㅎ 별도 꽉꽉 채워드렸어요!,5,2.1.57
세줄일기,숨은글은 인쇄되나요?,5,2.1.57
세줄일기,많이는 못써도 그게 장점일수도ㅋㅋ 아 글고 광고가 상대적으로 적어요,5,2.1.57
세줄일기,기록남기기용. 짧게세줄.딱 좋아요. 가끔 창이 안열리고 버퍼링 오래걸리는것은 단점,5,2.1.57
세줄일기,요번에 사용해보려하는데 인쇄할 때 페이지 순서를 바꾸려하는데 가능한가요?,4,2.1.57
세줄일기,처음 댓글남김.아주 좋은앱이에요.아날로그의 감성을 충분히 느끼고있어요,5,
세줄일기,2년동안 거르지않고 쓰고있는데 무엇보다 부담없이 글쓰는 습관을 들이기에 좋은 앱입니다.,5,2.1.57
세줄일기,인생은 외로운것인데 독백하기에 참 좋은 친구이다,5,2.1.57
세줄일기,정말 훌륭한 서비스입니다.,5,2.1.57
세줄일기,다 좋은데 필명 좀... 예전부터 사용하던 필명인데 계속 중복되는 필명이라고 떠서 프로필 사진을 바꿀 수가 없네요,3,2.1.57
세줄일기,인쇄하고 싶은 페이지를 부분 부분 설정할수 있음 좋겠어요..일기만들때 넣고 싶지 않은 페이지도 있는데..그러면 삭제해야 하는 단점이 있네요.소프트 커버 일기는 최대 400페이지까지 출력가능한데 100p나 400p나 금액은 동일한가요? 일기책 만들때 커버를 본인이 원하는 사진으로 선택할수 있는 기능 개선도 고려해봐 주세요~^^앞으로도 꾸준히 일기 작성할거에요~~~,4,2.1.57
세줄일기,짤은 글... 큰 위안이 됩니다.,5,2.1.57
세줄일기,세줄의 작은 실천이 생활을 변화시킵니다,5,2.1.57
세줄일기,좀 과할 수 있지만 노래도 넣을 수 있으면 좋겠어요.,5,2.1.57
세줄일기,나의 이야기가 온전히 존중받을 수 있는 공간에 인간의 부산물이 감정을 세줄안에 정리해서 담아둘 수 있어 감정정리에 도움이 돼요 책 제작비용은 좀 비싸다고 생각하지만 그만큼의 가치가 있어서 좋습니다,5,2.1.56
세줄일기,"제발 앱 오픈 직후 팝업(니콘 어쩌고)에 x표시나 나가기 표시 좀 해주세요. 앱 계속 이탈해서 화나네요. 노션, 인스타, 개인 콘텐츠로 대체제는 많고 포토북 스타트업들도 생겨서 더 예쁘고 저렴한 포토북 찾아서 구매할 수 도 있지만 윌림이 갖고 있는 지향점이 좋아서 이용 중입니다.",5,
세줄일기,아이의 독서기록으로 남기고 있는데 편하고 좋아요~,5,2.1.56
세줄일기,내 일상의 하루하루가 소중해 지는 앱. 너무 좋아요. 책으로도 쉽게 만들수 있어 좋습니다. 사진첩을 보며 과거들의 일상도 정리하고 있는데 사진 올릴때 스크롤바를 크게 만들어 주시면 아주 오래 된 과거 사진 올릴때 좀 편할 거 같아요.,5,2.1.56
세줄일기,세줄일기를 매일매일 열심히 쓰고 있는 유저입니다. 일단 이렇 좋은 어플 개발해주셔서 감사합니다. 다만 세줄로는 충분치 않은 어느날엔 숨은글을 쓰곤 하는데 다시 찾아보려고 하면 도통 어디있는지 어디서 찾아읽아야하는지 모르겠더라구요ㅠ 글쓴이인 저에게도 숨어서 숨은글인가요?;;;;;; 숨은글을 보려면 어떻게 해야하는지 답변 부탁드립니다:),5,2.1.56
세줄일기,sns하듯 간편하게 일기를 남기고 일기책으로도 신청할 수 있어서 나의 역사를 만들 수 있을 것 같아요,5,2.1.56
세줄일기,월사용료말고 그냥 앱을 구매하는 것고있으면 좋겠어요,4,2.1.56
세줄일기,일기를 쓰고싶게 만드는..고압네요,5,2.1.56
세줄일기,매일 일기쓰기 힘든데 세줄이라 부담없이 하루의 생각과 일상을 정리하기 참 좋아요,5,2.1.56
세줄일기,너무 좋아요 힐링타임,5,2.1.56
세줄일기,심플 딱 두글자,5,2.1.56
세줄일기,매일 세줄로 간단하게 기록하니 좋네요,5,2.1.56
세줄일기,"안녕하세요? 세줄일기를 이용해 글을쓰고 책을 2번 냈습니다. 너무 만족하고 있는데 저의글을 컴퓨터에서 작성할수 있거나, 그동안 잓성했던 내용을 PDF파일로 받을수 있는 방법은 없나요? 메일로 답변주시면 감사하겠습니다.",5,2.1.56
세줄일기,페이스북으로 로그인이 안됩니다ㅠ,2,2.1.56
세줄일기,와... 진짜 좋네용. 일기 쓰기에 간펀학 기능만 딱딱 있고! 근데 채팅방 공유를 하거나 다른 사람과 친구를 맺는 그런 기능이 있었으면 합니다. 감사해요~~^^♡♡♡♡♡,4,2.1.56
세줄일기,문의하고싶은 내용이 있는데 메일 작성했지만 2-3주가 지나도 답이 안와요. 따로 글을 게시하여 문의할 수 있었으면 좋겠어요. 이 부분이 너무 답답해요,3,2.1.53
세줄일기,진짜 휴대폰으로 간단하게 하기 좋다,5,2.1.53
세줄일기,재미있나요?,5,
세줄일기,페이스북 로그인이 안돼서 메일로 문의 드린게 일주일인데 답장이 없네요 답변부탁드립니다.,4,2.1.54
세줄일기,시작하려고 만들었는데 일기책이 왜 사라지는거죠? 2번시도했다가 둘다사라져서 허무함을 느낍니다....,2,
세줄일기,세줄일기에 작년 5월 6월 쯤에 여러개의 일기를 작성했는데 지금 업데이트하고 보니깐 다 없어졌는데 제 일기 보려면 어떡하죠? 종종 예전에 쓴 일기 보다가 몇 달만에 들어왔는데 업데이트하고 일기가 하나도 안 남았네요 라이크 글 아니였어요,3,2.1.53
